,COURSE,A%,B%
4853,STAT-S 352,,
4854,STAT-S 425,66.67,33.33
4855,STAT-S 426,55.7,37.15
4856,STAT-S 431,46.66,31.9
4857,STAT-S 470,95.82,4.18
4858,STAT-S 475,100.0,0.0
4859,STAT-S 520,68.1,26.34
4860,STAT-S 610,,
4861,STAT-S 625,84.54,14.8
4862,STAT-S 626,79.8,19.29
4863,STAT-S 631,63.65,32.22
4864,STAT-S 670,82.14,15.68
4865,STAT-S 675,74.63,23.27
4866,STAT-S 690,86.86,12.81
4867,STAT-S 695,,
4868,STAT-S 710,81.78,18.25
4869,STAT-S 721,95.83,4.17
4870,STAT-S 771,,
4871,STAT-S 772,,
4872,STAT-S 785,100.0,0.0
4873,STAT-S 799,77.8,22.2
4874,STAT-X 490,,
4875,SWK-S 102,60.29,23.0
4876,SWK-S 141,61.14,22.62
4877,SWK-S 204,23.51,50.01
4878,SWK-S 221,66.52,21.77
4879,SWK-S 251,72.5,22.91
4880,SWK-S 280,,
4881,SWK-S 300,75.63,15.16
4882,SWK-S 312,82.7,17.3
4883,SWK-S 322,81.92,15.89
4884,SWK-S 331,72.18,21.98
4885,SWK-S 423,84.73,12.85
4886,SWK-S 442,83.56,14.23
4887,SWK-S 481,96.41,3.59
4888,SWK-S 490,,
4889,SWK-S 502,75.4,22.4
4890,SWK-S 505,93.75,6.25
4891,SWK-S 508,66.7,20.8
4892,SWK-S 600,84.25,13.99
4893,SWK-S 618,82.63,17.37
4894,SWK-S 651,,
4895,SWK-S 683,68.3,27.35
4896,SWK-S 685,68.7,22.9
4897,THTR-D 108,98.23,0.0
4898,THTR-D 109,94.12,5.43
4899,THTR-D 121,97.57,0.88
4900,THTR-D 154,98.17,1.47
4901,THTR-D 155,84.82,6.84
4902,THTR-D 156,85.29,7.68
4903,THTR-D 211,,
4904,THTR-D 221,100.0,0.0
4905,THTR-D 231,62.93,22.04
4906,THTR-D 254,91.35,8.65
4907,THTR-D 255,93.03,6.2
4908,THTR-D 256,99.61,0.0
4909,THTR-D 302,,
4910,THTR-D 311,70.5,27.03
4911,THTR-D 354,98.71,0.0
4912,THTR-D 355,91.14,4.92
4913,THTR-D 361,99.38,0.63
4914,THTR-D 411,78.88,21.12
4915,THTR-D 421,96.43,3.57
4916,THTR-D 456,98.34,0.99
4917,THTR-D 457,94.22,4.11
4918,THTR-D 461,93.58,5.13
4919,THTR-D 462,97.05,2.95
4920,THTR-D 480,,
4921,THTR-D 483,91.93,5.24
4922,THTR-G 599,,
4923,THTR-G 901,,
4924,THTR-T 100,35.58,34.03
4925,THTR-T 101,59.3,28.07
4926,THTR-T 120,69.27,20.63
4927,THTR-T 121,80.81,13.92
4928,THTR-T 125,73.72,19.61
4929,THTR-T 130,82.18,10.7
4930,THTR-T 203,99.71,0.29
4931,THTR-T 204,93.26,5.16
4932,THTR-T 220,70.78,21.07
4933,THTR-T 229,71.51,20.15
4934,THTR-T 254,76.99,17.55
4935,THTR-T 300,93.08,6.14
4936,THTR-T 301,74.83,20.77
4937,THTR-T 305,98.96,1.04
4938,THTR-T 319,80.97,16.36
4939,THTR-T 325,77.84,15.25
4940,THTR-T 334,72.79,21.85
4941,THTR-T 335,55.24,33.98
4942,THTR-T 340,58.26,34.69
4943,THTR-T 347,81.27,15.68
4944,THTR-T 350,84.7,8.76
4945,THTR-T 359,87.5,12.5
4946,THTR-T 370,39.03,37.35
4947,THTR-T 399,,
4948,THTR-T 401,100.0,0.0
4949,THTR-T 409,,
4950,THTR-T 410,77.31,18.18
4951,THTR-T 419,75.34,22.99
4952,THTR-T 425,50.55,34.1
4953,THTR-T 426,87.7,12.3
4954,THTR-T 438,,
4955,THTR-T 441,95.71,4.29
4956,THTR-T 442,52.54,40.02
4957,THTR-T 447,89.88,7.14
4958,THTR-T 454,83.49,13.46
4959,THTR-T 462,43.96,39.1
4960,THTR-T 481,,
4961,THTR-T 483,84.28,11.67
4962,THTR-T 491,90.42,7.58
4963,THTR-T 499,,
4964,THTR-T 500,72.7,27.3
4965,THTR-T 505,97.98,2.02
4966,THTR-T 506,92.85,7.15
4967,THTR-T 509,100.0,0.0
4968,THTR-T 528,91.48,6.2
4969,THTR-T 529,,
4970,THTR-T 539,73.24,26.76
4971,THTR-T 546,,
4972,THTR-T 547,83.3,16.7
4973,THTR-T 554,,
4974,THTR-T 557,,
4975,THTR-T 558,,
4976,THTR-T 583,95.72,2.83
4977,THTR-T 591,100.0,0.0
4978,THTR-T 600,,
4979,THTR-T 604,,
4980,THTR-T 605,,
4981,THTR-T 607,,
4982,THTR-T 610,,
4983,THTR-T 625,,
4984,THTR-T 626,,
4985,THTR-T 634,,
4986,THTR-T 646,,
4987,THTR-T 650,,
4988,THTR-T 700,97.99,2.01
4989,THTR-T 701,,
4990,THTR-T 710,,
4991,THTR-T 723,100.0,0.0
4992,THTR-T 725,,
4993,THTR-T 895,,
4994,THTR-T 897,100.0,0.0
4995,THTR-T 899,,
4996,THTR-X 476,,
4997,THTR-X 490,97.63,2.37
4998,TOPT-V 201,58.36,29.41
4999,VSCI-G 901,100.0,0.0
5000,VSCI-V 501,94.13,5.87
5001,VSCI-V 595,100.0,0.0
5002,VSCI-V 695,88.9,11.1
5003,VSCI-V 707,,
5004,VSCI-V 717,,
5005,VSCI-V 723,100.0,0.0
5006,VSCI-V 765,,
5007,VSCI-V 768,85.4,14.6
5008,VSCI-V 791,88.9,11.1
5009,VSCI-V 795,96.66,3.34
5010,VSCI-V 799,100.0,0.0
5011,VSCI-V 899,100.0,0.0
