,COURSE,A%,B%
2422,LAW-B 674,,
2423,LAW-B 680,37.25,62.75
2424,LAW-B 688,90.86,9.14
2425,LAW-B 691,100.0,0.0
2426,LAW-B 698,,
2427,LAW-B 706,91.73,8.27
2428,LAW-B 707,100.0,0.0
2429,LAW-B 708,36.42,57.56
2430,LAW-B 709,57.37,41.9
2431,LAW-B 710,93.3,5.65
2432,LAW-B 713,32.57,62.79
2433,LAW-B 720,94.03,4.96
2434,LAW-B 722,76.77,23.23
2435,LAW-B 723,33.87,63.83
2436,LAW-B 726,55.4,43.07
2437,LAW-B 729,49.38,48.76
2438,LAW-B 734,,
2439,LAW-B 735,55.52,44.07
2440,LAW-B 743,41.35,58.03
2441,LAW-B 755,27.38,72.62
2442,LAW-B 771,84.08,15.04
2443,LAW-B 794,,
2444,LAW-B 798,100.0,0.0
2445,LAW-B 799,,
2446,LAW-B 800,,
2447,LAW-L 694,100.0,0.0
2448,LAW-L 712,53.13,46.9
2449,LAW-L 730,73.8,26.2
2450,LAW-L 748,90.27,9.73
2451,LAW-L 766,92.33,6.79
2452,LAW-L 770,84.83,12.05
2453,LAW-L 773,82.95,17.05
2454,LAW-L 797,97.14,2.86
2455,LAW-L 799,83.14,16.87
2456,LING-A 502,83.3,16.7
2457,LING-G 901,,
2458,LING-L 103,50.19,35.07
2459,LING-L 203,51.74,29.53
2460,LING-L 306,51.62,28.49
2461,LING-L 307,56.72,26.37
2462,LING-L 310,50.21,30.07
2463,LING-L 315,50.46,32.06
2464,LING-L 325,49.01,36.99
2465,LING-L 399,,
2466,LING-L 415,,
2467,LING-L 431,55.91,33.05
2468,LING-L 435,77.03,10.37
2469,LING-L 481,92.98,4.75
2470,LING-L 485,46.75,38.22
2471,LING-L 490,66.85,17.16
2472,LING-L 499,,
2473,LING-L 503,76.98,17.66
2474,LING-L 530,90.29,9.71
2475,LING-L 542,77.41,20.03
2476,LING-L 543,69.06,23.41
2477,LING-L 544,84.81,14.0
2478,LING-L 545,93.1,5.02
2479,LING-L 555,89.19,8.93
2480,LING-L 590,93.95,2.82
2481,LING-L 615,98.86,1.14
2482,LING-L 641,98.15,1.85
2483,LING-L 645,94.45,2.78
2484,LING-L 646,100.0,0.0
2485,LING-L 653,87.5,12.5
2486,LING-L 685,,
2487,LING-L 690,100.0,0.0
2488,LING-L 695,,
2489,LING-L 714,96.88,3.12
2490,LING-L 715,100.0,0.0
2491,LING-L 800,,
2492,LING-X 477,,
2493,LING-X 490,,
2494,LSTU-L 100,44.19,27.14
2495,LSTU-L 101,42.76,26.98
2496,LSTU-L 104,37.37,30.99
2497,LSTU-L 110,35.11,28.04
2498,LSTU-L 201,57.88,27.31
2499,LSTU-L 203,31.12,35.0
2500,LSTU-L 205,40.76,27.0
2501,LSTU-L 210,40.49,36.19
2502,LSTU-L 220,,
2503,LSTU-L 230,27.37,43.06
2504,LSTU-L 231,,
2505,LSTU-L 290,53.59,19.86
2506,LSTU-L 314,56.3,25.63
2507,LSTU-L 315,37.6,30.02
2508,LSTU-L 331,,
2509,LSTU-L 380,38.1,33.6
2510,LSTU-L 385,33.29,31.31
2511,LSTU-L 390,66.97,12.38
2512,LSTU-L 420,,
2513,LSTU-L 480,,
2514,LSTU-L 490,,
2515,LSTU-L 495,,
2516,LTAM-C 101,86.19,8.3
2517,LTAM-C 201,71.13,14.43
2518,LTAM-C 501,,
2519,LTAM-C 601,,
2520,LTAM-L 210,45.24,41.41
2521,LTAM-L 275,69.33,20.03
2522,LTAM-L 403,38.03,48.73
2523,LTAM-L 501,98.57,1.43
2524,LTAM-M 101,100.0,0.0
2525,LTAM-M 201,,
2526,LTAM-M 501,,
2527,LTAM-M 601,,
2528,LTAM-Q 101,,
2529,LTAM-Q 201,,
2530,LTAM-Q 501,,
2531,LTAM-Q 601,,
2532,LTAM-X 390,,
2533,LTAM-X 490,,
2534,LTAM-X 800,,
2535,LTAM-X 850,,
2536,LTAM-X 890,,
2537,MATH-D 116,11.3,31.86
2538,MATH-D 117,14.51,35.88
2539,MATH-E 449,45.5,45.5
2540,MATH-G 901,100.0,0.0
2541,MATH-J 111,9.41,26.87
2542,MATH-J 112,11.14,25.48
2543,MATH-J 113,17.52,24.39
2544,MATH-M  14,,
2545,MATH-M  18,,
2546,MATH-M  25,,
2547,MATH-M  27,,
2548,MATH-M 106,24.01,30.59
2549,MATH-M 118,17.2,33.93
2550,MATH-M 119,14.29,34.17
2551,MATH-M 120,27.11,34.9
2552,MATH-M 211,23.46,31.71
2553,MATH-M 212,23.13,33.83
2554,MATH-M 301,31.71,34.03
2555,MATH-M 303,30.11,33.14
2556,MATH-M 311,32.12,31.47
2557,MATH-M 312,35.54,29.82
2558,MATH-M 321,43.47,38.92
2559,MATH-M 343,33.31,33.19
2560,MATH-M 365,38.0,35.87
2561,MATH-M 380,43.41,45.45
2562,MATH-M 403,41.9,38.25
2563,MATH-M 413,44.38,31.06
2564,MATH-M 436,62.97,25.4
2565,MATH-M 441,43.77,32.57
2566,MATH-M 447,40.69,41.6
2567,MATH-M 463,44.98,30.88
2568,MATH-M 471,64.13,26.66
2569,MATH-M 491,97.05,0.0
2570,MATH-M 501,63.77,32.81
2571,MATH-M 507,82.73,12.77
2572,MATH-M 511,63.78,28.04
2573,MATH-M 513,75.35,21.28
2574,MATH-M 521,72.93,24.23
2575,MATH-M 531,75.0,12.5
2576,MATH-M 541,85.12,14.08
2577,MATH-M 544,81.29,16.02
2578,MATH-M 563,74.12,22.99
2579,MATH-M 584,70.92,26.54
2580,MATH-M 595,100.0,0.0
2581,MATH-M 599,,
2582,MATH-M 623,98.48,1.52
2583,MATH-M 633,88.62,11.38
2584,MATH-M 655,100.0,0.0
2585,MATH-M 701,99.21,0.0
2586,MATH-M 711,97.64,1.25
2587,MATH-M 721,93.35,4.56
2588,MATH-M 731,87.49,9.98
2589,MATH-M 741,78.63,20.12
2590,MATH-M 800,100.0,0.0
2591,MATH-S 211,53.1,33.2
2592,MATH-S 212,49.82,38.21
2593,MATH-S 299,,
2594,MATH-S 311,61.91,29.72
2595,MATH-S 343,61.22,26.46
2596,MATH-S 403,70.56,22.93
2597,MATH-S 413,50.83,32.29
2598,MATH-S 463,54.35,33.16
2599,MATH-S 499,97.78,2.22
2600,MATH-T 336,37.98,35.89
2601,MATH-T 403,33.09,43.74
2602,MATH-V 118,20.63,33.29
2603,MATH-V 119,14.69,29.34
2604,MATH-X 201,28.48,38.22
2605,MATH-X 373,,
2606,MATH-X 390,,
2607,MEST-M 600,100.0,0.0
2608,MEST-M 650,,
2609,MEST-M 815,,
2610,MIL-G 101,83.2,11.25
2611,MIL-G 201,76.73,17.3
2612,MIL-G 290,,
2613,MIL-G 301,83.97,13.72
2614,MIL-G 401,51.9,40.7
2615,MLS-M 410,100.0,0.0
2616,MLS-M 420,,
2617,MLS-M 450,,
2618,MSCH-A 300,36.0,43.07
2619,MSCH-A 305,48.6,48.6
2620,MSCH-A 310,45.2,48.4
2621,MSCH-A 315,65.47,29.25
2622,MSCH-A 347,55.73,39.87
2623,MSCH-A 441,33.47,42.11
2624,MSCH-A 442,58.8,32.4
2625,MSCH-A 450,29.2,62.5
2626,MSCH-A 488,66.7,27.8
2627,MSCH-B 331,63.1,25.05
2628,MSCH-B 332,47.86,42.78
2629,MSCH-B 333,66.25,31.15
2630,MSCH-B 334,84.1,14.74
2631,MSCH-B 340,,
2632,MSCH-BE 400,,
2633,MSCH-C 101,43.52,37.02
2634,MSCH-C 160,81.15,14.1
2635,MSCH-C 200,26.22,40.15
2636,MSCH-C 201,,
2637,MSCH-C 206,74.27,22.07
2638,MSCH-C 207,22.25,48.62
2639,MSCH-C 208,43.7,37.25
2640,MSCH-C 210,18.87,65.37
2641,MSCH-C 211,36.82,32.86
2642,MSCH-C 212,71.28,24.12
2643,MSCH-C 213,35.13,40.53
2644,MSCH-C 214,50.04,40.34
2645,MSCH-C 215,38.5,34.64
2646,MSCH-C 216,59.96,31.52
2647,MSCH-C 217,44.66,43.2
2648,MSCH-C 218,65.5,25.7
2649,MSCH-C 219,41.41,45.59
2650,MSCH-C 220,51.2,21.3
2651,MSCH-C 221,72.72,24.02
2652,MSCH-C 223,36.94,42.57
2653,MSCH-C 225,27.1,51.28
2654,MSCH-C 226,59.54,30.26
2655,MSCH-C 227,71.04,21.6
2656,MSCH-C 228,45.07,36.74
2657,MSCH-C 560,,
2658,MSCH-C 620,100.0,0.0
2659,MSCH-C 660,,
2660,MSCH-C 792,100.0,0.0
2661,MSCH-D 337,50.61,43.09
2662,MSCH-F 204,26.85,55.92
2663,MSCH-F 309,56.3,31.3
2664,MSCH-F 326,60.82,29.14
2665,MSCH-F 375,65.98,21.6
2666,MSCH-F 377,,
2667,MSCH-F 392,47.28,43.18
2668,MSCH-F 398,31.92,44.72
2669,MSCH-F 420,38.11,47.97
2670,MSCH-F 445,56.95,43.05
2671,MSCH-G 290,59.41,27.83
2672,MSCH-G 300,53.38,24.35
2673,MSCH-G 310,22.83,49.56
2674,MSCH-G 320,30.79,33.39
2675,MSCH-G 350,,
2676,MSCH-G 400,36.15,49.38
2677,MSCH-G 410,43.64,47.14
2678,MSCH-G 420,36.52,34.06
2679,MSCH-G 430,16.1,52.8
2680,MSCH-G 460,62.28,29.33
2681,MSCH-G 901,,
2682,MSCH-H 101,,
2683,MSCH-H 110,90.92,9.1
2684,MSCH-H 300,66.35,33.65
2685,MSCH-H 399,,
2686,MSCH-H 410,79.47,20.52
2687,MSCH-H 451,,
2688,MSCH-H 498,,
2689,MSCH-J 170,25.24,41.82
2690,MSCH-J 300,42.64,32.0
2691,MSCH-J 303,59.93,34.3
2692,MSCH-J 341,48.64,37.5
2693,MSCH-J 342,32.03,52.69
2694,MSCH-J 343,66.94,26.58
2695,MSCH-J 344,37.64,56.49
2696,MSCH-J 351,49.37,36.71
2697,MSCH-J 352,50.9,45.3
2698,MSCH-J 353,67.34,25.53
2699,MSCH-J 360,63.61,25.84
2700,MSCH-J 362,77.0,18.12
2701,MSCH-J 363,77.55,14.95
2702,MSCH-J 385,87.5,10.42
2703,MSCH-J 401,72.6,27.4
2704,MSCH-J 402,75.0,16.65
2705,MSCH-J 403,,
2706,MSCH-J 404,80.35,13.4
2707,MSCH-J 408,,
2708,MSCH-J 409,48.72,46.32
2709,MSCH-J 410,53.98,39.28
2710,MSCH-J 415,,
2711,MSCH-J 423,50.07,44.83
2712,MSCH-J 448,53.5,19.93
2713,MSCH-J 450,47.7,43.1
2714,MSCH-J 453,,
2715,MSCH-J 460,56.5,36.02
2716,MSCH-J 463,60.88,33.81
2717,MSCH-J 464,45.28,45.22
2718,MSCH-J 465,74.25,21.32
2719,MSCH-J 470,47.8,44.07
2720,MSCH-J 493,,
2721,MSCH-J 496,100.0,0.0
2722,MSCH-J 505,31.45,63.55
2723,MSCH-J 525,,
2724,MSCH-J 529,100.0,0.0
2725,MSCH-J 560,57.1,28.6
2726,MSCH-J 572,,
2727,MSCH-J 592,,
2728,MSCH-J 660,66.65,33.35
2729,MSCH-J 700,,
2730,MSCH-J 804,100.0,0.0
2731,MSCH-L 317,73.12,20.92
2732,MSCH-L 322,22.72,38.12
2733,MSCH-L 425,22.32,42.2
2734,MSCH-M 322,61.1,20.95
2735,MSCH-M 330,53.05,43.05
2736,MSCH-M 411,97.75,2.25
2737,MSCH-M 413,62.9,32.88
2738,MSCH-M 453,80.47,18.29
2739,MSCH-M 503,100.0,0.0
2740,MSCH-M 555,98.45,1.58
2741,MSCH-M 600,,
2742,MSCH-M 699,,
2743,MSCH-M 899,,
2744,MSCH-P 331,45.63,39.09
2745,MSCH-P 335,72.6,25.55
2746,MSCH-P 351,27.05,47.11
2747,MSCH-P 353,82.8,13.18
2748,MSCH-P 354,29.36,55.67
2749,MSCH-P 356,36.15,46.0
2750,MSCH-P 360,59.46,32.91
2751,MSCH-P 361,,
2752,MSCH-P 369,51.87,34.6
2753,MSCH-P 416,32.15,61.35
2754,MSCH-P 436,82.07,13.36
2755,MSCH-P 452,59.55,32.48
2756,MSCH-P 455,,
2757,MSCH-P 460,47.23,39.43
2758,MSCH-P 470,100.0,0.0
2759,MSCH-R 348,61.43,37.23
2760,MSCH-R 349,70.08,25.96
2761,MSCH-R 429,64.65,31.64
2762,MSCH-R 431,66.14,31.49
2763,MSCH-S 312,55.85,36.62
2764,MSCH-S 315,49.18,34.03
2765,MSCH-S 317,46.39,34.11
2766,MSCH-S 348,34.95,40.39
2767,MSCH-S 410,41.62,45.78
2768,MSCH-T 311,45.83,26.8
2769,MSCH-T 427,29.87,56.57
2770,MSCH-T 505,86.03,13.97
2771,MSCH-T 512,,
2772,MSCH-T 522,,
2773,MSCH-T 540,94.43,5.57
2774,MSCH-T 577,100.0,0.0
2775,MSCH-T 603,,
2776,MSCH-V 334,49.55,34.5
2777,MSCH-V 470,26.3,63.2
2778,MSCH-X 472,,
2779,MSCH-X 473,,
2780,MSCH-X 474,,
2781,MSCH-X 476,,
2782,MSCH-X 490,93.9,6.1
2783,MSCH-X 498,,
2784,MSCI-G 901,100.0,0.0
2785,MSCI-M 100,67.67,23.88
2786,MSCI-M 115,35.97,30.03
2787,MSCI-M 131,29.89,32.86
2788,MSCI-M 216,16.57,39.04
2789,MSCI-M 335,,
2790,MSCI-M 410,,
2791,MSCI-M 440,85.88,14.12
2792,MSCI-M 450,100.0,0.0
2793,MSCI-M 485,47.63,43.99
2794,MSCI-M 490,,
2795,MSCI-M 499,100.0,0.0
2796,MSCI-M 507,100.0,0.0
2797,MSCI-M 508,,
2798,MSCI-M 510,100.0,0.0
2799,MSCI-M 512,,
2800,MSCI-M 535,,
2801,MSCI-M 540,,
2802,MSCI-M 550,100.0,0.0
2803,MSCI-M 553,,
2804,MSCI-M 630,,
2805,MSCI-M 800,,
2806,MUS-A 100,52.77,29.85
2807,MUS-A 101,37.65,40.33
2808,MUS-A 111,55.16,29.05
2809,MUS-A 150,96.15,2.98
2810,MUS-A 201,82.93,13.07
2811,MUS-A 211,67.1,30.9
2812,MUS-A 320,29.9,65.33
2813,MUS-A 321,51.15,47.75
2814,MUS-A 330,49.33,42.37
2815,MUS-A 350,80.79,16.46
2816,MUS-A 370,100.0,0.0
2817,MUS-A 440,100.0,0.0
2818,MUS-A 460,62.03,25.2
2819,MUS-A 461,58.45,33.75
2820,MUS-A 470,91.66,5.0
2821,MUS-A 471,70.0,30.0
2822,MUS-A 480,,
2823,MUS-A 511,,
2824,MUS-A 521,,
2825,MUS-B 110,,
2826,MUS-B 120,100.0,0.0
2827,MUS-B 130,,
2828,MUS-B 140,,
2829,MUS-B 150,,
2830,MUS-B 410,88.8,11.2
2831,MUS-B 420,89.86,8.71
2832,MUS-B 430,84.05,13.98
2833,MUS-B 440,100.0,0.0
2834,MUS-B 450,100.0,0.0
2835,MUS-B 601,,
2836,MUS-B 602,,
2837,MUS-B 710,,
2838,MUS-B 720,,
2839,MUS-B 730,,
2840,MUS-B 740,,
2841,MUS-B 750,,
2842,MUS-B 810,,
2843,MUS-B 820,,
2844,MUS-B 830,,
2845,MUS-B 840,,
2846,MUS-B 850,,
2847,MUS-B 910,100.0,0.0
2848,MUS-B 920,100.0,0.0
2849,MUS-B 930,96.22,3.78
2850,MUS-B 940,,
2851,MUS-B 950,100.0,0.0
2852,MUS-BE 131,,
2853,MUS-BE 232,,
2854,MUS-BE 281,,
2855,MUS-BE 301,,
2856,MUS-BE 337,,
2857,MUS-C 403,50.0,50.0
2858,MUS-C 500,100.0,0.0
2859,MUS-C 510,85.7,14.3
2860,MUS-C 524,75.0,25.0
2861,MUS-C 542,100.0,0.0
2862,MUS-D 100,100.0,0.0
2863,MUS-D 400,95.93,3.84
2864,MUS-D 601,,
2865,MUS-D 700,,
2866,MUS-D 800,,
2867,MUS-D 900,97.27,2.73
2868,MUS-E 130,70.07,21.03
2869,MUS-E 131,60.11,31.22
2870,MUS-E 232,,
2871,MUS-E 241,67.12,23.53
2872,MUS-E 303,79.36,12.37
2873,MUS-E 306,100.0,0.0
2874,MUS-E 312,82.24,16.41
2875,MUS-E 358,,
2876,MUS-E 400,100.0,0.0
2877,MUS-E 413,88.9,11.1
2878,MUS-E 459,96.66,3.34
2879,MUS-E 480,91.67,8.33
2880,MUS-E 489,,
2881,MUS-E 493,76.79,22.3
2882,MUS-E 494,78.89,15.67
2883,MUS-E 502,97.62,2.38
2884,MUS-E 503,98.21,0.0
2885,MUS-E 506,94.43,5.57
2886,MUS-E 509,,
2887,MUS-E 510,,
2888,MUS-E 511,,
2889,MUS-E 512,,
2890,MUS-E 513,,
2891,MUS-E 518,75.68,21.18
2892,MUS-E 521,,
2893,MUS-E 524,,
2894,MUS-E 528,,
2895,MUS-E 530,82.26,16.2
2896,MUS-E 533,,
2897,MUS-E 545,,
2898,MUS-E 558,,
2899,MUS-E 559,93.12,6.88
2900,MUS-E 580,,
2901,MUS-E 589,100.0,0.0
2902,MUS-E 598,,
2903,MUS-E 599,,
2904,MUS-E 600,,
2905,MUS-E 631,100.0,0.0
2906,MUS-E 650,100.0,0.0
2907,MUS-E 658,85.7,14.3
2908,MUS-E 661,,
2909,MUS-E 662,,
2910,MUS-E 663,,
2911,MUS-E 694,94.75,5.25
2912,MUS-E 695,83.15,16.85
2913,MUS-E 700,,
2914,MUS-F 200,76.08,12.96
2915,MUS-F 205,68.47,29.25
2916,MUS-F 261,83.51,11.28
2917,MUS-F 281,90.06,6.8
2918,MUS-F 300,98.98,1.02
2919,MUS-F 337,79.55,12.31
2920,MUS-F 338,76.61,15.55
2921,MUS-F 340,87.89,7.28
2922,MUS-F 342,,
2923,MUS-F 400,,
2924,MUS-F 401,,
2925,MUS-F 412,79.45,7.15
2926,MUS-F 419,95.93,3.38
2927,MUS-F 420,85.0,15.0
2928,MUS-F 445,94.1,5.9
2929,MUS-F 447,98.29,1.33
2930,MUS-F 449,100.0,0.0
2931,MUS-F 450,99.82,0.1
2932,MUS-F 457,,
2933,MUS-F 461,,
2934,MUS-F 466,100.0,0.0
2935,MUS-F 500,100.0,0.0
2936,MUS-F 501,80.58,16.65
2937,MUS-F 519,95.87,3.9
2938,MUS-F 520,96.94,3.06
2939,MUS-F 531,,
2940,MUS-F 540,91.07,6.25
2941,MUS-F 542,,
2942,MUS-F 545,98.04,1.24
2943,MUS-F 547,100.0,0.0
2944,MUS-F 549,,
2945,MUS-F 550,99.69,0.31
2946,MUS-F 551,,
2947,MUS-F 561,100.0,0.0
2948,MUS-F 590,,
2949,MUS-F 603,,
2950,MUS-F 650,,
2951,MUS-G 370,83.74,11.83
2952,MUS-G 371,87.5,12.5
2953,MUS-G 372,,
2954,MUS-G 373,79.07,17.22
2955,MUS-G 374,,
2956,MUS-G 382,81.8,18.2
2957,MUS-G 504,,
2958,MUS-G 535,,
2959,MUS-G 555,100.0,0.0
2960,MUS-G 560,92.25,7.75
2961,MUS-G 571,,
2962,MUS-G 579,,
2963,MUS-G 603,,
2964,MUS-G 604,,
2965,MUS-G 605,,
2966,MUS-G 661,100.0,0.0
2967,MUS-G 671,100.0,0.0
2968,MUS-G 679,,
2969,MUS-G 801,,
2970,MUS-G 802,,
2971,MUS-G 810,,
2972,MUS-G 811,,
2973,MUS-G 901,,
2974,MUS-H 100,,
2975,MUS-H 400,94.32,5.68
2976,MUS-H 601,,
2977,MUS-H 602,,
2978,MUS-H 603,,
2979,MUS-H 604,,
2980,MUS-H 700,,
2981,MUS-H 900,100.0,0.0
2982,MUS-I 201,93.29,0.0
2983,MUS-I 202,86.11,11.8
2984,MUS-I 300,99.12,0.39
2985,MUS-I 301,95.9,3.59
2986,MUS-I 400,,
2987,MUS-I 407,90.58,7.58
2988,MUS-I 408,84.78,15.22
2989,MUS-I 409,92.26,6.42
2990,MUS-I 410,91.65,8.35
2991,MUS-I 411,97.88,2.12
2992,MUS-I 412,96.9,2.34
2993,MUS-I 500,100.0,0.0
2994,MUS-I 501,98.5,1.34
2995,MUS-I 502,,
2996,MUS-I 611,100.0,0.0
2997,MUS-I 612,,
2998,MUS-I 613,,
2999,MUS-I 614,,
3000,MUS-I 711,93.75,6.25
3001,MUS-I 821,,
3002,MUS-I 911,,
3003,MUS-I 921,,
3004,MUS-J 100,93.02,5.3
3005,MUS-J 208,100.0,0.0
3006,MUS-J 210,95.18,2.68
3007,MUS-J 340,99.67,0.33
3008,MUS-J 400,99.13,0.87
3009,MUS-J 700,,
3010,MUS-K 100,89.38,7.62
3011,MUS-K 133,80.06,9.66
3012,MUS-K 214,95.3,3.18
3013,MUS-K 231,83.38,9.35
3014,MUS-K 302,,
3015,MUS-K 361,84.26,12.04
3016,MUS-K 362,,
3017,MUS-K 400,96.35,3.65
3018,MUS-K 402,,
3019,MUS-K 403,81.25,12.5
3020,MUS-K 406,,
3021,MUS-K 451,89.72,5.0
3022,MUS-K 455,87.5,12.5
3023,MUS-K 502,,
3024,MUS-K 503,,
3025,MUS-K 506,90.47,2.38
3026,MUS-K 550,,
3027,MUS-K 551,,
3028,MUS-K 555,,
3029,MUS-K 600,,
3030,MUS-K 700,,
3031,MUS-K 701,,
3032,MUS-K 702,,
3033,MUS-K 703,,
3034,MUS-K 710,100.0,0.0
3035,MUS-K 810,,
3036,MUS-K 910,100.0,0.0
3037,MUS-L 100,100.0,0.0
3038,MUS-L 101,91.9,5.14
3039,MUS-L 102,90.97,4.84
3040,MUS-L 121,90.46,5.84
3041,MUS-L 122,87.0,8.46
3042,MUS-L 400,89.03,9.62
3043,MUS-L 661,,
3044,MUS-L 700,,
3045,MUS-L 800,,
3046,MUS-L 900,100.0,0.0
3047,MUS-M 120,93.8,6.3
3048,MUS-M 393,95.0,5.0
3049,MUS-M 400,,
3050,MUS-M 401,40.36,45.42
3051,MUS-M 410,63.58,30.18
3052,MUS-M 413,50.0,16.7
3053,MUS-M 415,83.3,16.7
3054,MUS-M 431,89.63,10.38
3055,MUS-M 435,,
3056,MUS-M 458,,
3057,MUS-M 501,63.69,30.31
3058,MUS-M 502,73.56,24.62
3059,MUS-M 508,,
3060,MUS-M 510,77.35,18.78
3061,MUS-M 513,,
3062,MUS-M 515,72.28,25.09
3063,MUS-M 516,88.63,11.37
3064,MUS-M 519,85.2,14.8
3065,MUS-M 523,,
3066,MUS-M 525,66.82,28.43
3067,MUS-M 527,72.7,24.45
3068,MUS-M 531,85.42,14.59
3069,MUS-M 535,,
3070,MUS-M 539,96.85,3.15
3071,MUS-M 544,89.48,10.53
3072,MUS-M 547,,
3073,MUS-M 548,,
3074,MUS-M 550,,
3075,MUS-M 551,,
3076,MUS-M 555,,
3077,MUS-M 556,,
3078,MUS-M 558,91.04,7.83
3079,MUS-M 571,,
3080,MUS-M 579,,
3081,MUS-M 584,,
3082,MUS-M 593,95.83,4.17
3083,MUS-M 594,93.38,6.62
3084,MUS-M 602,97.22,2.78
3085,MUS-M 604,,
3086,MUS-M 605,,
3087,MUS-M 620,,
3088,MUS-M 621,,
3089,MUS-M 627,,
3090,MUS-M 628,,
3091,MUS-M 633,,
3092,MUS-M 635,80.0,20.0
3093,MUS-M 637,,
3094,MUS-M 638,,
3095,MUS-M 642,100.0,0.0
3096,MUS-M 644,,
3097,MUS-M 647,100.0,0.0
3098,MUS-M 651,76.07,20.07
3099,MUS-M 653,79.82,14.32
3100,MUS-M 655,67.76,26.23
3101,MUS-M 661,,
3102,MUS-M 669,100.0,0.0
3103,MUS-M 671,,
3104,MUS-M 677,82.65,11.8
3105,MUS-M 679,,
3106,MUS-M 686,100.0,0.0
3107,MUS-M 698,,
3108,MUS-M 700,,
3109,MUS-N 399,,
3110,MUS-N 499,,
3111,MUS-N 561,,
3112,MUS-N 562,,
3113,MUS-O 132,,
3114,MUS-O 311,77.98,16.02
3115,MUS-O 316,79.73,17.7
3116,MUS-O 318,52.67,40.83
3117,MUS-O 322,85.78,12.98
3118,MUS-O 323,84.26,15.74
3119,MUS-O 411,,
3120,MUS-O 412,,
3121,MUS-O 413,100.0,0.0
3122,MUS-O 414,,
3123,MUS-O 421,85.7,14.3
3124,MUS-O 431,71.4,28.6
3125,MUS-O 432,,
3126,MUS-O 441,83.3,16.7
3127,MUS-O 450,99.52,0.33
3128,MUS-O 511,85.38,9.38
3129,MUS-O 516,100.0,0.0
3130,MUS-O 522,55.6,44.4
3131,MUS-O 523,95.23,4.77
3132,MUS-O 550,100.0,0.0
3133,MUS-O 814,,
3134,MUS-O 911,,
3135,MUS-O 912,,
3136,MUS-O 913,,
3137,MUS-O 914,,
3138,MUS-O 921,,
3139,MUS-O 931,,
3140,MUS-O 932,,
3141,MUS-O 941,,
3142,MUS-P 100,92.65,6.43
3143,MUS-P 110,82.38,12.82
3144,MUS-P 111,82.4,14.82
3145,MUS-P 120,84.17,12.19
3146,MUS-P 121,75.31,19.27
3147,MUS-P 130,87.06,11.11
3148,MUS-P 131,74.65,19.4
3149,MUS-P 201,89.82,7.53
3150,MUS-P 202,85.34,11.02
3151,MUS-P 400,95.62,3.92
3152,MUS-P 601,,
3153,MUS-P 603,,
3154,MUS-P 604,,
3155,MUS-P 605,,
3156,MUS-P 606,,
3157,MUS-P 610,,
3158,MUS-P 700,88.93,8.3
3159,MUS-P 715,81.29,17.46
3160,MUS-P 800,,
3161,MUS-P 900,99.22,0.78
3162,MUS-P 901,100.0,0.0
3163,MUS-Q 100,95.82,4.18
3164,MUS-Q 400,91.65,8.35
3165,MUS-Q 601,,
3166,MUS-Q 608,,
3167,MUS-Q 700,,
3168,MUS-Q 800,,
3169,MUS-Q 900,97.27,2.73
3170,MUS-R 391,,
3171,MUS-R 474,100.0,0.0
3172,MUS-R 571,100.0,0.0
3173,MUS-R 572,96.05,3.39
3174,MUS-R 591,100.0,0.0
3175,MUS-S 110,,
3176,MUS-S 120,,
3177,MUS-S 130,96.66,0.0
3178,MUS-S 140,,
3179,MUS-S 410,98.86,1.14
3180,MUS-S 420,92.59,5.74
3181,MUS-S 430,100.0,0.0
3182,MUS-S 440,98.57,1.43
3183,MUS-S 611,,
3184,MUS-S 612,,
3185,MUS-S 613,,
3186,MUS-S 614,,
3187,MUS-S 621,,
3188,MUS-S 622,,
3189,MUS-S 631,,
3190,MUS-S 632,,
3191,MUS-S 633,,
3192,MUS-S 651,,
3193,MUS-S 652,,
3194,MUS-S 710,,
3195,MUS-S 720,,
3196,MUS-S 730,,
3197,MUS-S 740,,
3198,MUS-S 810,,
3199,MUS-S 820,,
3200,MUS-S 830,,
3201,MUS-S 840,,
3202,MUS-S 910,100.0,0.0
3203,MUS-S 920,99.59,0.41
3204,MUS-S 930,99.52,0.0
3205,MUS-S 940,99.34,0.66
3206,MUS-T 109,46.0,27.38
3207,MUS-T 132,55.09,25.41
3208,MUS-T 151,44.72,40.36
3209,MUS-T 231,51.03,28.27
3210,MUS-T 232,45.53,33.42
3211,MUS-T 251,42.9,36.45
3212,MUS-T 261,78.85,18.73
3213,MUS-T 331,53.64,31.3
3214,MUS-T 351,44.11,34.01
3215,MUS-T 361,82.74,15.16
3216,MUS-T 400,,
3217,MUS-T 410,74.54,19.29
3218,MUS-T 508,46.75,43.78
3219,MUS-T 545,86.83,13.17
3220,MUS-T 551,92.24,7.77
3221,MUS-T 556,86.45,13.55
3222,MUS-T 561,92.0,8.0
3223,MUS-T 565,96.95,2.23
3224,MUS-T 591,90.5,8.96
3225,MUS-T 599,,
3226,MUS-T 619,,
3227,MUS-T 623,90.3,9.7
3228,MUS-T 650,,
3229,MUS-T 658,97.84,1.51
3230,MUS-T 659,,
3231,MUS-T 700,,
3232,MUS-U 210,87.88,11.7
3233,MUS-U 250,61.5,23.1
3234,MUS-U 300,93.8,0.0
3235,MUS-U 315,,
3236,MUS-U 350,,
3237,MUS-U 413,100.0,0.0
3238,MUS-U 450,,
3239,MUS-U 510,,
